"gene","TF_family"
"TraesCS5B02G072200","AP2/EREBP"
"TraesCS5B02G077300","AP2/EREBP"
"TraesCS5B02G118200","AP2/EREBP"
"TraesCS5B02G193200","AP2/EREBP"
"TraesCS5B02G214400","AP2/EREBP"
"TraesCS5B02G220400","AP2/EREBP"
"TraesCS5B02G236900","AP2/EREBP"
"TraesCS5B02G308400","AP2/EREBP"
"TraesCS5B02G311200","AP2/EREBP"
"TraesCS5B02G311400","AP2/EREBP"
"TraesCS5B02G311600","AP2/EREBP"
"TraesCS5B02G311700","AP2/EREBP"
"TraesCS5B02G312100","AP2/EREBP"
"TraesCS5B02G312200","AP2/EREBP"
"TraesCS5B02G312300","AP2/EREBP"
"TraesCS5B02G312500","AP2/EREBP"
"TraesCS5B02G313000","AP2/EREBP"
"TraesCS5B02G313300","AP2/EREBP"
"TraesCS5B02G315500","AP2/EREBP"
"TraesCS5B02G344200","AP2/EREBP"
"TraesCS5B02G410200","AP2/EREBP"
"TraesCS5B02G426600","AP2/EREBP"
"TraesCS5B02G481300","AP2/EREBP"
"TraesCS5B02G565300","AP2/EREBP"
"TraesCS5D02G076200","AP2/EREBP"
"TraesCS5D02G083500","AP2/EREBP"
"TraesCS5D02G129400","AP2/EREBP"
"TraesCS5D02G150500","AP2/EREBP"
"TraesCS5D02G200900","AP2/EREBP"
"TraesCS5D02G223700","AP2/EREBP"
"TraesCS5D02G229400","AP2/EREBP"
"TraesCS5D02G245300","AP2/EREBP"
"TraesCS5D02G314400","AP2/EREBP"
"TraesCS5D02G314900","AP2/EREBP"
"TraesCS5D02G317000","AP2/EREBP"
"TraesCS5D02G317100","AP2/EREBP"
"TraesCS5D02G317200","AP2/EREBP"
"TraesCS5D02G317300","AP2/EREBP"
"TraesCS5D02G317500","AP2/EREBP"
"TraesCS5D02G317800","AP2/EREBP"
"TraesCS5D02G318000","AP2/EREBP"
"TraesCS5D02G318100","AP2/EREBP"
"TraesCS5D02G318200","AP2/EREBP"
"TraesCS5D02G318300","AP2/EREBP"
"TraesCS5D02G318400","AP2/EREBP"
"TraesCS5D02G318600","AP2/EREBP"
"TraesCS5D02G319200","AP2/EREBP"
"TraesCS5D02G320800","AP2/EREBP"
"TraesCS5D02G415500","AP2/EREBP"
"TraesCS5D02G433100","AP2/EREBP"
"TraesCS5D02G481700","AP2/EREBP"
"TraesCS5D02G486600","AP2/EREBP"
"TraesCS5D02G549200","AP2/EREBP"
"TraesCS6A02G097500","AP2/EREBP"
"TraesCS6A02G097700","AP2/EREBP"
"TraesCS6A02G125700","AP2/EREBP"
"TraesCS6A02G131200","AP2/EREBP"
"TraesCS6A02G171900","AP2/EREBP"
"TraesCS6A02G181400","AP2/EREBP"
"TraesCS6A02G186400","AP2/EREBP"
"TraesCS6A02G208700","AP2/EREBP"
"TraesCS6A02G229500","AP2/EREBP"
"TraesCS6A02G235100","AP2/EREBP"
"TraesCS6A02G243300","AP2/EREBP"
"TraesCS6A02G243500","AP2/EREBP"
"TraesCS6A02G250900","AP2/EREBP"
"TraesCS6A02G251000","AP2/EREBP"
"TraesCS6A02G251100","AP2/EREBP"
"TraesCS6A02G256900","AP2/EREBP"
"TraesCS6A02G301900","AP2/EREBP"
"TraesCS6A02G306300","AP2/EREBP"
"TraesCS6A02G319500","AP2/EREBP"
"TraesCS6A02G319600","AP2/EREBP"
"TraesCS6A02G330500","AP2/EREBP"
"TraesCS6A02G340100","AP2/EREBP"
"TraesCS6A02G343300","AP2/EREBP"
"TraesCS6A02G360300","AP2/EREBP"
"TraesCS6A02G381000","AP2/EREBP"
"TraesCS6A02G381200","AP2/EREBP"
"TraesCS6A02G390700","AP2/EREBP"
"TraesCS6B02G069200","AP2/EREBP"
"TraesCS6B02G125900","AP2/EREBP"
"TraesCS6B02G126600","AP2/EREBP"
"TraesCS6B02G126700","AP2/EREBP"
"TraesCS6B02G153800","AP2/EREBP"
"TraesCS6B02G158500","AP2/EREBP"
"TraesCS6B02G158800","AP2/EREBP"
"TraesCS6B02G158900","AP2/EREBP"
"TraesCS6B02G159000","AP2/EREBP"
"TraesCS6B02G159600","AP2/EREBP"
"TraesCS6B02G199800","AP2/EREBP"
"TraesCS6B02G210300","AP2/EREBP"
"TraesCS6B02G218000","AP2/EREBP"
"TraesCS6B02G237700","AP2/EREBP"
"TraesCS6B02G252000","AP2/EREBP"
"TraesCS6B02G263800","AP2/EREBP"
"TraesCS6B02G268100","AP2/EREBP"
"TraesCS6B02G274200","AP2/EREBP"
"TraesCS6B02G274300","AP2/EREBP"
"TraesCS6B02G274500","AP2/EREBP"
"TraesCS6B02G280800","AP2/EREBP"
"TraesCS6B02G281000","AP2/EREBP"
"TraesCS6B02G331000","AP2/EREBP"
"TraesCS6B02G334700","AP2/EREBP"
"TraesCS6B02G350000","AP2/EREBP"
"TraesCS6B02G350100","AP2/EREBP"
"TraesCS6B02G350400","AP2/EREBP"
"TraesCS6B02G361400","AP2/EREBP"
"TraesCS6B02G371300","AP2/EREBP"
"TraesCS6B02G375400","AP2/EREBP"
"TraesCS6B02G393200","AP2/EREBP"
"TraesCS6B02G420100","AP2/EREBP"
"TraesCS6B02G431100","AP2/EREBP"
"TraesCS6D02G084200","AP2/EREBP"
"TraesCS6D02G084900","AP2/EREBP"
"TraesCS6D02G085000","AP2/EREBP"
"TraesCS6D02G120100","AP2/EREBP"
"TraesCS6D02G120200","AP2/EREBP"
"TraesCS6D02G121100","AP2/EREBP"
"TraesCS6D02G161300","AP2/EREBP"
"TraesCS6D02G173500","AP2/EREBP"
"TraesCS6D02G192200","AP2/EREBP"
"TraesCS6D02G205300","AP2/EREBP"
"TraesCS6D02G217800","AP2/EREBP"
"TraesCS6D02G225500","AP2/EREBP"
"TraesCS6D02G225700","AP2/EREBP"
"TraesCS6D02G232700","AP2/EREBP"
"TraesCS6D02G232800","AP2/EREBP"
"TraesCS6D02G238200","AP2/EREBP"
"TraesCS6D02G281200","AP2/EREBP"
"TraesCS6D02G285400","AP2/EREBP"
"TraesCS6D02G298700","AP2/EREBP"
"TraesCS6D02G298800","AP2/EREBP"
"TraesCS6D02G299000","AP2/EREBP"
"TraesCS6D02G299100","AP2/EREBP"
"TraesCS6D02G309600","AP2/EREBP"
"TraesCS6D02G320700","AP2/EREBP"
"TraesCS6D02G324200","AP2/EREBP"
"TraesCS6D02G343800","AP2/EREBP"
"TraesCS6D02G365800","AP2/EREBP"
"TraesCS6D02G366100","AP2/EREBP"
"TraesCS6D02G377000","AP2/EREBP"
"TraesCS7A02G057700","AP2/EREBP"
"TraesCS7A02G057800","AP2/EREBP"
"TraesCS7A02G095100","AP2/EREBP"
"TraesCS7A02G120100","AP2/EREBP"
"TraesCS7A02G128800","AP2/EREBP"
"TraesCS7A02G145800","AP2/EREBP"
"TraesCS7A02G158000","AP2/EREBP"
"TraesCS7A02G169300","AP2/EREBP"
"TraesCS7A02G180900","AP2/EREBP"
"TraesCS7A02G250800","AP2/EREBP"
"TraesCS7A02G250900","AP2/EREBP"
"TraesCS7A02G264100","AP2/EREBP"
"TraesCS7A02G292900","AP2/EREBP"
"TraesCS7A02G355500","AP2/EREBP"
"TraesCS7A02G376300","AP2/EREBP"
"TraesCS7A02G377400","AP2/EREBP"
"TraesCS7A02G436400","AP2/EREBP"
"TraesCS7A02G495800","AP2/EREBP"
"TraesCS7B02G018400","AP2/EREBP"
"TraesCS7B02G028700","AP2/EREBP"
"TraesCS7B02G048100","AP2/EREBP"
"TraesCS7B02G062200","AP2/EREBP"
"TraesCS7B02G074500","AP2/EREBP"
"TraesCS7B02G085900","AP2/EREBP"
"TraesCS7B02G140200","AP2/EREBP"
"TraesCS7B02G140300","AP2/EREBP"
"TraesCS7B02G162100","AP2/EREBP"
"TraesCS7B02G186900","AP2/EREBP"
"TraesCS7B02G272300","AP2/EREBP"
"TraesCS7B02G277800","AP2/EREBP"
"TraesCS7B02G283900","AP2/EREBP"
"TraesCS7B02G401400","AP2/EREBP"
"TraesCS7B02G440400","AP2/EREBP"
"TraesCS7D02G031300","AP2/EREBP"
"TraesCS7D02G052400","AP2/EREBP"
"TraesCS7D02G052500","AP2/EREBP"
"TraesCS7D02G052600","AP2/EREBP"
"TraesCS7D02G091100","AP2/EREBP"
"TraesCS7D02G118000","AP2/EREBP"
"TraesCS7D02G127600","AP2/EREBP"
"TraesCS7D02G147100","AP2/EREBP"
"TraesCS7D02G147200","AP2/EREBP"
"TraesCS7D02G158500","AP2/EREBP"
"TraesCS7D02G170600","AP2/EREBP"
"TraesCS7D02G182700","AP2/EREBP"
"TraesCS7D02G250700","AP2/EREBP"
"TraesCS7D02G250800","AP2/EREBP"
"TraesCS7D02G265000","AP2/EREBP"
"TraesCS7D02G292500","AP2/EREBP"
"TraesCS7D02G367500","AP2/EREBP"
"TraesCS7D02G372700","AP2/EREBP"
"TraesCS7D02G373700","AP2/EREBP"
"TraesCS7D02G378200","AP2/EREBP"
"TraesCS7D02G426700","AP2/EREBP"
"TraesCS7D02G469200","AP2/EREBP"
"TraesCS7D02G483200","AP2/EREBP"
"TraesCS7D02G512600","AP2/EREBP"
"TraesCSU02G179500","AP2/EREBP"
"TraesCSU02G183700","AP2/EREBP"
"TraesCSU02G227200","AP2/EREBP"
"TraesCS1A02G156600","ARF"
"TraesCS1A02G334900","ARF"
"TraesCS1A02G396400","ARF"
"TraesCS1B02G173700","ARF"
"TraesCS1B02G347900","ARF"
"TraesCS1B02G424700","ARF"
"TraesCS1D02G155100","ARF"
"TraesCS1D02G337400","ARF"
"TraesCS1D02G404400","ARF"
"TraesCS2A02G251300","ARF"
"TraesCS2A02G309300","ARF"
"TraesCS2A02G380300","ARF"
"TraesCS2A02G491000","ARF"
"TraesCS2A02G547800","ARF"
"TraesCS2A02G567300","ARF"
"TraesCS2B02G326400","ARF"
"TraesCS2B02G397300","ARF"
"TraesCS2B02G519200","ARF"
"TraesCS2B02G578500","ARF"
"TraesCS2D02G307600","ARF"
"TraesCS2D02G376600","ARF"
"TraesCS2D02G491200","ARF"
"TraesCS2D02G548900","ARF"
"TraesCS2D02G577800","ARF"
"TraesCS3A02G159200","ARF"
"TraesCS3A02G246000","ARF"
"TraesCS3A02G292400","ARF"
"TraesCS3A02G442000","ARF"
"TraesCS3A02G449300","ARF"
"TraesCS3B02G190100","ARF"
"TraesCS3B02G273400","ARF"
"TraesCS3B02G327000","ARF"
"TraesCS3B02G475800","ARF"
"TraesCS3B02G486000","ARF"
"TraesCS3D02G166700","ARF"
"TraesCS3D02G245400","ARF"
"TraesCS3D02G292100","ARF"
"TraesCS3D02G434700","ARF"
"TraesCS3D02G442000","ARF"
"TraesCS5A02G038300","ARF"
"TraesCS5B02G039800","ARF"
"TraesCS5D02G045700","ARF"
"TraesCS6A02G113000","ARF"
"TraesCS6A02G138600","ARF"
"TraesCS6A02G222300","ARF"
"TraesCS6B02G141300","ARF"
"TraesCS6B02G167100","ARF"
"TraesCS6B02G258800","ARF"
"TraesCS6D02G102300","ARF"
"TraesCS6D02G127600","ARF"
"TraesCS6D02G212700","ARF"
"TraesCS7A02G160800","ARF"
"TraesCS7A02G252000","ARF"
"TraesCS7A02G416400","ARF"
"TraesCS7A02G446900","ARF"
"TraesCS7A02G461700","ARF"
"TraesCS7A02G475600","ARF"
"TraesCS7A02G475700","ARF"
"TraesCS7B02G065800","ARF"
"TraesCS7B02G138900","ARF"
"TraesCS7B02G316600","ARF"
"TraesCS7B02G346700","ARF"
"TraesCS7B02G363100","ARF"
"TraesCS7D02G161900","ARF"
"TraesCS7D02G250100","ARF"
"TraesCS7D02G409700","ARF"
"TraesCS7D02G436800","ARF"
"TraesCS7D02G449900","ARF"
"TraesCS7D02G463000","ARF"
"TraesCS2A02G240000","ARID"
"TraesCS2B02G260300","ARID"
"TraesCS2D02G245500","ARID"
"TraesCS5A02G216100","ARID"
"TraesCS5B02G214600","ARID"
"TraesCS5D02G224100","ARID"
"TraesCS6A02G189700","ARID"
"TraesCS6A02G279200","ARID"
"TraesCS6B02G218500","ARID"
"TraesCS6B02G308000","ARID"
"TraesCS6D02G180000","ARID"
"TraesCS6D02G259600","ARID"
"TraesCS7A02G566000","ARID"
"TraesCS1A02G062200","AS2/LOB"
"TraesCS1A02G111700","AS2/LOB"
"TraesCS1A02G222300","AS2/LOB"
"TraesCS1A02G260000","AS2/LOB"
"TraesCS1B02G080600","AS2/LOB"
"TraesCS1B02G131900","AS2/LOB"
"TraesCS1B02G235700","AS2/LOB"
"TraesCS1B02G270400","AS2/LOB"
"TraesCS1D02G110300","AS2/LOB"
"TraesCS1D02G113100","AS2/LOB"
"TraesCS1D02G224000","AS2/LOB"
"TraesCS1D02G259900","AS2/LOB"
"TraesCS2A02G194500","AS2/LOB"
"TraesCS2A02G271300","AS2/LOB"
"TraesCS2B02G212400","AS2/LOB"
"TraesCS2B02G289800","AS2/LOB"
"TraesCS2D02G008400","AS2/LOB"
"TraesCS2D02G193400","AS2/LOB"
"TraesCS2D02G270100","AS2/LOB"
"TraesCS3A02G093200","AS2/LOB"
"TraesCS3A02G170500","AS2/LOB"
"TraesCS3A02G205500","AS2/LOB"
"TraesCS3A02G295100","AS2/LOB"
"TraesCS3A02G346300","AS2/LOB"
"TraesCS3A02G402300","AS2/LOB"
"TraesCS3A02G492000","AS2/LOB"
"TraesCS3B02G106900","AS2/LOB"
"TraesCS3B02G108500","AS2/LOB"
"TraesCS3B02G196100","AS2/LOB"
"TraesCS3B02G378100","AS2/LOB"
"TraesCS3B02G435700","AS2/LOB"
"TraesCS3B02G553000","AS2/LOB"
"TraesCS3D02G091700","AS2/LOB"
"TraesCS3D02G093500","AS2/LOB"
"TraesCS3D02G308000","AS2/LOB"
"TraesCS3D02G340000","AS2/LOB"
"TraesCS3D02G397200","AS2/LOB"
"TraesCS3D02G498100","AS2/LOB"
"TraesCS4A02G067300","AS2/LOB"
"TraesCS4A02G107300","AS2/LOB"
"TraesCS4A02G235100","AS2/LOB"
"TraesCS4A02G236200","AS2/LOB"
"TraesCS4A02G297500","AS2/LOB"
"TraesCS4A02G312500","AS2/LOB"
"TraesCS4A02G415300","AS2/LOB"
"TraesCS4A02G415400","AS2/LOB"
"TraesCS4B02G001200","AS2/LOB"
"TraesCS4B02G016200","AS2/LOB"
"TraesCS4B02G078800","AS2/LOB"
"TraesCS4B02G079900","AS2/LOB"
"TraesCS4B02G197100","AS2/LOB"
"TraesCS4B02G224600","AS2/LOB"
"TraesCS4B02G316100","AS2/LOB"
"TraesCS4B02G316200","AS2/LOB"
"TraesCS4B02G346500","AS2/LOB"
"TraesCS4B02G361100","AS2/LOB"
"TraesCS4B02G361200","AS2/LOB"
"TraesCS4D02G001700","AS2/LOB"
"TraesCS4D02G014600","AS2/LOB"
"TraesCS4D02G077600","AS2/LOB"
"TraesCS4D02G078800","AS2/LOB"
"TraesCS4D02G197400","AS2/LOB"
"TraesCS4D02G225200","AS2/LOB"
"TraesCS4D02G312700","AS2/LOB"
"TraesCS4D02G312800","AS2/LOB"
"TraesCS4D02G341500","AS2/LOB"
"TraesCS4D02G354100","AS2/LOB"
"TraesCS4D02G354200","AS2/LOB"
"TraesCS5A02G152200","AS2/LOB"
"TraesCS5A02G191900","AS2/LOB"
"TraesCS5A02G284000","AS2/LOB"
"TraesCS5A02G515300","AS2/LOB"
"TraesCS5A02G529300","AS2/LOB"
"TraesCS5B02G150800","AS2/LOB"
"TraesCS5B02G191200","AS2/LOB"
"TraesCS5B02G282700","AS2/LOB"
"TraesCS5D02G157400","AS2/LOB"
"TraesCS5D02G199000","AS2/LOB"
"TraesCS5D02G291300","AS2/LOB"
"TraesCS6A02G053700","AS2/LOB"
"TraesCS6A02G398400","AS2/LOB"
"TraesCS6B02G072200","AS2/LOB"
"TraesCS6B02G438700","AS2/LOB"
"TraesCS6D02G382600","AS2/LOB"
"TraesCS7A02G066100","AS2/LOB"
"TraesCS7A02G228900","AS2/LOB"
"TraesCS7B02G195100","AS2/LOB"
"TraesCS7D02G229900","AS2/LOB"
"TraesCSU02G132900","AS2/LOB"
"TraesCS4A02G074300","BBR/BPC"
"TraesCS4A02G423500","BBR/BPC"
"TraesCS4B02G230700","BBR/BPC"
"TraesCS4D02G231900","BBR/BPC"
"TraesCS7A02G066900","BBR/BPC"
"TraesCS7D02G061300","BBR/BPC"
"TraesCS2A02G187800","BES1"
"TraesCS2B02G219300","BES1"
"TraesCS2D02G199900","BES1"
"TraesCS3A02G123500","BES1"
"TraesCS3A02G139000","BES1"
"TraesCS3B02G142600","BES1"
"TraesCS3B02G156600","BES1"
"TraesCS3D02G125100","BES1"
"TraesCS3D02G139300","BES1"
"TraesCS4B02G009900","BES1"
"TraesCS4D02G006100","BES1"
"TraesCS6A02G085800","BES1"
"TraesCS6A02G338000","BES1"
"TraesCS6B02G116400","BES1"
"TraesCS6B02G368700","BES1"
"TraesCS6D02G318800","BES1"
"TraesCS7A02G354800","BES1"
"TraesCS7B02G272900","BES1"
"TraesCS7D02G368000","BES1"
"TraesCSU02G078100","BES1"
"TraesCS1B02G100400","bHLH"
"TraesCS1B02G387900","bHLH"
"TraesCS1D02G094000","bHLH"
"TraesCS1D02G094200","bHLH"
"TraesCS2A02G120700","bHLH"
"TraesCS2D02G122800","bHLH"
"TraesCS3A02G028200","bHLH"
"TraesCS3A02G057900","bHLH"
"TraesCS3A02G058000","bHLH"
"TraesCS3B02G018400","bHLH"
"TraesCS3B02G070400","bHLH"
"TraesCS3B02G549700","bHLH"
"TraesCS3D02G017700","bHLH"
"TraesCS3D02G058100","bHLH"
"TraesCS3D02G495300","bHLH"
"TraesCS4A02G263300","bHLH"
"TraesCS4B02G061800","bHLH"
"TraesCS4B02G364800","bHLH"
"TraesCS4D02G328700","bHLH"
"TraesCS4D02G328800","bHLH"
"TraesCS5A02G067600","bHLH"
"TraesCS5A02G401300","bHLH"
"TraesCS5A02G533200","bHLH"
"TraesCS5A02G533900","bHLH"
"TraesCS5B02G074500","bHLH"
"TraesCS5B02G306600","bHLH"
"TraesCS5B02G406100","bHLH"
"TraesCS5B02G518800","bHLH"
"TraesCS5D02G078800","bHLH"
"TraesCS5D02G313400","bHLH"
"TraesCS5D02G411600","bHLH"
"TraesCS6A02G186200","bHLH"
"TraesCS6B02G215200","bHLH"
"TraesCS6D02G173300","bHLH"
"TraesCS6D02G197500","bHLH"
"TraesCS1A02G083000","bHLH"
"TraesCS1A02G102400","bHLH"
"TraesCS1A02G193200","bHLH"
"TraesCS1A02G212700","bHLH"
"TraesCS1A02G290800","bHLH"
"TraesCS1A02G369200","bHLH"
"TraesCS1B02G112900","bHLH"
"TraesCS1B02G113100","bHLH"
"TraesCS1B02G208000","bHLH"
"TraesCS1B02G226200","bHLH"
"TraesCS1B02G300100","bHLH"
"TraesCS1D02G084200","bHLH"
"TraesCS1D02G196900","bHLH"
"TraesCS1D02G215600","bHLH"
"TraesCS1D02G289400","bHLH"
"TraesCS1D02G374800","bHLH"
"TraesCS2A02G212200","bHLH"
"TraesCS2A02G253900","bHLH"
"TraesCS2A02G271700","bHLH"
"TraesCS2A02G409400","bHLH"
"TraesCS2A02G409600","bHLH"
"TraesCS2A02G448500","bHLH"
"TraesCS2A02G448800","bHLH"
"TraesCS2A02G461700","bHLH"
"TraesCS2A02G472300","bHLH"
"TraesCS2A02G515300","bHLH"
"TraesCS2B02G141600","bHLH"
"TraesCS2B02G237300","bHLH"
"TraesCS2B02G273500","bHLH"
"TraesCS2B02G289700","bHLH"
"TraesCS2B02G289900","bHLH"
"TraesCS2B02G428000","bHLH"
"TraesCS2B02G469300","bHLH"
"TraesCS2B02G469700","bHLH"
"TraesCS2B02G469800","bHLH"
"TraesCS2B02G483300","bHLH"
"TraesCS2B02G494900","bHLH"
"TraesCS2B02G543700","bHLH"
"TraesCS2B02G543800","bHLH"
"TraesCS2D02G218100","bHLH"
"TraesCS2D02G254400","bHLH"
"TraesCS2D02G270000","bHLH"
"TraesCS2D02G270300","bHLH"
"TraesCS2D02G406800","bHLH"
"TraesCS2D02G406900","bHLH"
"TraesCS2D02G448000","bHLH"
"TraesCS2D02G461700","bHLH"
"TraesCS2D02G461900","bHLH"
"TraesCS2D02G472000","bHLH"
"TraesCS2D02G517000","bHLH"
"TraesCS2D02G575600","bHLH"
"TraesCS3A02G019000","bHLH"
"TraesCS3A02G019100","bHLH"
"TraesCS3A02G104400","bHLH"
"TraesCS3A02G142900","bHLH"
"TraesCS3A02G158600","bHLH"
"TraesCS3A02G204800","bHLH"
"TraesCS3A02G252900","bHLH"
"TraesCS3A02G442200","bHLH"
"TraesCS3A02G489400","bHLH"
"TraesCS3A02G489500","bHLH"
"TraesCS3A02G489600","bHLH"
"TraesCS3A02G489700","bHLH"
"TraesCS3B02G029800","bHLH"
"TraesCS3B02G122800","bHLH"
"TraesCS3B02G122900","bHLH"
"TraesCS3B02G185400","bHLH"
"TraesCS3B02G236900","bHLH"
"TraesCS3B02G284800","bHLH"
"TraesCS3B02G288700","bHLH"
"TraesCS3B02G476000","bHLH"
"TraesCS3B02G549800","bHLH"
"TraesCS3B02G550000","bHLH"
"TraesCS3B02G550200","bHLH"
"TraesCS3D02G014900","bHLH"
"TraesCS3D02G106600","bHLH"
"TraesCS3D02G144700","bHLH"
"TraesCS3D02G166300","bHLH"
"TraesCS3D02G210600","bHLH"
"TraesCS3D02G253700","bHLH"
"TraesCS3D02G434900","bHLH"
"TraesCS3D02G495400","bHLH"
"TraesCS3D02G495600","bHLH"
"TraesCS3D02G495700","bHLH"
"TraesCS4A02G028900","bHLH"
"TraesCS4A02G060200","bHLH"
"TraesCS4A02G087000","bHLH"
"TraesCS4A02G257900","bHLH"
"TraesCS4A02G292700","bHLH"
"TraesCS4A02G292800","bHLH"
"TraesCS4A02G354100","bHLH"
"TraesCS4A02G404700","bHLH"
"TraesCS4A02G408700","bHLH"
"TraesCS4A02G408800","bHLH"
"TraesCS4B02G020700","bHLH"
"TraesCS4B02G020900","bHLH"
"TraesCS4B02G021100","bHLH"
"TraesCS4B02G021200","bHLH"
"TraesCS4B02G021500","bHLH"
"TraesCS4B02G051500","bHLH"
"TraesCS4B02G056600","bHLH"
"TraesCS4B02G217400","bHLH"
"TraesCS4B02G235700","bHLH"
"TraesCS4B02G276900","bHLH"
"TraesCS4B02G304500","bHLH"
"TraesCS4B02G308100","bHLH"
"TraesCS4B02G308200","bHLH"
"TraesCS4B02G308300","bHLH"
"TraesCS4B02G317900","bHLH"
"TraesCS4B02G331900","bHLH"
"TraesCS4B02G332000","bHLH"
"TraesCS4B02G347100","bHLH"
"TraesCS4B02G397300","bHLH"
"TraesCS4B02G397400","bHLH"
"TraesCS4B02G397800","bHLH"
"TraesCS4D02G018700","bHLH"
"TraesCS4D02G018800","bHLH"
"TraesCS4D02G019100","bHLH"
"TraesCS4D02G019200","bHLH"
"TraesCS4D02G051600","bHLH"
"TraesCS4D02G056900","bHLH"
"TraesCS4D02G217700","bHLH"
"TraesCS4D02G224600","bHLH"
"TraesCS4D02G237100","bHLH"
"TraesCS4D02G275500","bHLH"
"TraesCS4D02G302700","bHLH"
"TraesCS4D02G306300","bHLH"
"TraesCS4D02G306400","bHLH"
"TraesCS4D02G328900","bHLH"
"TraesCS4D02G329000","bHLH"
"TraesCS4D02G329100","bHLH"
"TraesCS4D02G342000","bHLH"
"TraesCS5A02G014800","bHLH"
"TraesCS5A02G049600","bHLH"
"TraesCS5A02G225700","bHLH"
"TraesCS5A02G230500","bHLH"
"TraesCS5A02G245600","bHLH"
"TraesCS5A02G248200","bHLH"
"TraesCS5A02G264800","bHLH"
"TraesCS5A02G306200","bHLH"
"TraesCS5A02G306400","bHLH"
"TraesCS5A02G306500","bHLH"
"TraesCS5A02G306600","bHLH"
"TraesCS5A02G306700","bHLH"
"TraesCS5A02G376500","bHLH"
"TraesCS5A02G420200","bHLH"
"TraesCS5A02G489500","bHLH"
"TraesCS5A02G503300","bHLH"
"TraesCS5A02G503400","bHLH"
"TraesCS5A02G503500","bHLH"
"TraesCS5A02G515800","bHLH"
"TraesCS5A02G558500","bHLH"
"TraesCS5B02G013000","bHLH"
"TraesCS5B02G054800","bHLH"
"TraesCS5B02G229000","bHLH"
"TraesCS5B02G243000","bHLH"
"TraesCS5B02G245900","bHLH"
"TraesCS5B02G264300","bHLH"
"TraesCS5B02G306800","bHLH"
"TraesCS5B02G307000","bHLH"
"TraesCS5B02G307100","bHLH"
"TraesCS5B02G380200","bHLH"
"TraesCS5B02G422000","bHLH"
"TraesCS5B02G518400","bHLH"
"TraesCS5B02G518500","bHLH"
"TraesCS5D02G020600","bHLH"
"TraesCS5D02G060300","bHLH"
"TraesCS5D02G237300","bHLH"
"TraesCS5D02G252300","bHLH"
"TraesCS5D02G255100","bHLH"
"TraesCS5D02G272800","bHLH"
"TraesCS5D02G313500","bHLH"
"TraesCS5D02G313600","bHLH"
"TraesCS5D02G313700","bHLH"
"TraesCS5D02G386500","bHLH"
"TraesCS5D02G428400","bHLH"
"TraesCS5D02G517900","bHLH"
"TraesCS6A02G071200","bHLH"
"TraesCS6A02G071300","bHLH"
"TraesCS6A02G114100","bHLH"
"TraesCS6A02G190600","bHLH"
"TraesCS6A02G214900","bHLH"
"TraesCS6A02G264200","bHLH"
"TraesCS6A02G268800","bHLH"
"TraesCS6A02G288100","bHLH"
"TraesCS6A02G315700","bHLH"
"TraesCS6A02G335500","bHLH"
"TraesCS6A02G358400","bHLH"
"TraesCS6A02G373500","bHLH"
"TraesCS6B02G095600","bHLH"
"TraesCS6B02G095700","bHLH"
"TraesCS6B02G142000","bHLH"
"TraesCS6B02G244800","bHLH"
"TraesCS6B02G291200","bHLH"
"TraesCS6B02G295900","bHLH"
"TraesCS6B02G317600","bHLH"
"TraesCS6B02G346100","bHLH"
"TraesCS6B02G366200","bHLH"
"TraesCS6B02G391100","bHLH"
"TraesCS6B02G411300","bHLH"
"TraesCS6D02G069300","bHLH"
"TraesCS6D02G069400","bHLH"
"TraesCS6D02G246100","bHLH"
"TraesCS6D02G250700","bHLH"
"TraesCS6D02G270900","bHLH"
"TraesCS6D02G294900","bHLH"
"TraesCS6D02G315200","bHLH"
"TraesCS6D02G341200","bHLH"
"TraesCS6D02G357700","bHLH"
"TraesCS7A02G126900","bHLH"
"TraesCS7A02G147500","bHLH"
"TraesCS7A02G245800","bHLH"
"TraesCS7A02G311800","bHLH"
"TraesCS7A02G340300","bHLH"
"TraesCS7A02G350900","bHLH"
"TraesCS7A02G362500","bHLH"
"TraesCS7A02G421000","bHLH"
"TraesCS7A02G543300","bHLH"
"TraesCS7A02G558700","bHLH"
"TraesCS7B02G026300","bHLH"
"TraesCS7B02G145800","bHLH"
"TraesCS7B02G211600","bHLH"
"TraesCS7B02G232000","bHLH"
"TraesCS7B02G251900","bHLH"
"TraesCS7B02G265900","bHLH"
"TraesCS7B02G321400","bHLH"
"TraesCS7B02G465400","bHLH"
"TraesCS7B02G483600","bHLH"
"TraesCS7D02G102200","bHLH"
"TraesCS7D02G124700","bHLH"
"TraesCS7D02G149400","bHLH"
"TraesCS7D02G244300","bHLH"
"TraesCS7D02G308300","bHLH"
"TraesCS7D02G327900","bHLH"
"TraesCS7D02G347900","bHLH"
"TraesCS7D02G360600","bHLH"
"TraesCS7D02G529200","bHLH"
"TraesCSU02G029400","bHLH"
"TraesCSU02G069300","bHLH"
"TraesCSU02G069400","bHLH"
"TraesCSU02G075100","bHLH"
"TraesCSU02G075200","bHLH"
"TraesCSU02G116000","bHLH"
"TraesCSU02G138900","bHLH"
"TraesCSU02G222600","bHLH"
"TraesCSU02G228400","bHLH"
"TraesCSU02G237100","bHLH"
"TraesCS1A02G332600","bHLH_TCP"
"TraesCS1B02G346300","bHLH_TCP"
"TraesCS1D02G335300","bHLH_TCP"
